Movie Name,Emotion,Release Date,Genre,IMDb Rating,OTT Platform,Watch Link
Coco (58),surprise,2017-11-22,Animation,7.9,Amazon Prime Video,https://www.amazon.com/dp/-6665202
Parasite (8),fear,2019-05-30,Thriller,6.1,Peacock,https://www.peacocktv.com/watch/-6386743
Coco (12),surprise,2017-11-22,Animation,6.6,Amazon Prime Video,https://www.amazon.com/dp/54207924
Parasite (99),fear,2019-05-30,Thriller,6.0,YouTube Movies,https://www.youtube.com/results?search_query=-4600825
Pulp Fiction (72),disgust,1994-10-14,Crime,8.2,Amazon Prime Video,https://www.amazon.com/dp/46873632
Forrest Gump (66),sad,1994-07-06,Drama,6.1,YouTube Movies,https://www.youtube.com/results?search_query=-2626720
The Shawshank Redemption (20),sad,1994-09-23,Drama,8.6,Peacock,https://www.peacocktv.com/watch/-4121022
The Dark Knight (70),angry,2008-07-18,Action,8.9,Netflix,https://www.netflix.com/title/19874335
Forrest Gump (52),sad,1994-07-06,Drama,5.5,Disney+,https://www.disneyplus.com/movies/21705316
Coco (61),surprise,2017-11-22,Animation,5.9,Netflix,https://www.netflix.com/title/45368260
Inception (51),neutral,2010-07-16,Sci-Fi,6.5,YouTube Movies,https://www.youtube.com/results?search_query=-8759526
Avengers: Endgame (35),angry,2019-04-26,Action,9.3,YouTube Movies,https://www.youtube.com/results?search_query=25507435
Forrest Gump (28),sad,1994-07-06,Drama,7.1,Disney+,https://www.disneyplus.com/movies/-3169315
Interstellar (37),neutral,2014-11-07,Sci-Fi,5.4,HBO Max,https://www.hbomax.com/feature/-7839184
Avengers: Endgame (35),angry,2019-04-26,Action,8.6,YouTube Movies,https://www.youtube.com/results?search_query=25507435
The Silence of the Lambs (14),fear,1991-02-14,Thriller,6.8,Netflix,https://www.netflix.com/title/-9071162
The Grand Budapest Hotel (5),happy,2014-03-28,Comedy,6.0,Amazon Prime Video,https://www.amazon.com/dp/-7440949
Pulp Fiction (47),disgust,1994-10-14,Crime,5.4,Hulu,https://www.hulu.com/movie/-8736873
Pulp Fiction (56),disgust,1994-10-14,Crime,5.2,Apple TV+,https://tv.apple.com/movie/74049083
Joker (39),fear,2019-10-04,Psychological,6.4,Netflix,https://www.netflix.com/title/55105516
The Silence of the Lambs (15),fear,1991-02-14,Thriller,8.4,Amazon Prime Video,https://www.amazon.com/dp/-6369814
The Silence of the Lambs (29),fear,1991-02-14,Thriller,6.8,Disney+,https://www.disneyplus.com/movies/58804076
The Matrix (11),neutral,1999-03-31,Sci-Fi,8.6,Peacock,https://www.peacocktv.com/watch/-2262933
Joker (12),fear,2019-10-04,Psychological,6.4,YouTube Movies,https://www.youtube.com/results?search_query=78548616
Avengers: Endgame (81),angry,2019-04-26,Action,9.4,Amazon Prime Video,https://www.amazon.com/dp/11385580
Pulp Fiction (57),disgust,1994-10-14,Crime,7.7,YouTube Movies,https://www.youtube.com/results?search_query=42002431
The Silence of the Lambs (40),fear,1991-02-14,Thriller,7.5,HBO Max,https://www.hbomax.com/feature/62611358
The Godfather (91),disgust,1972-03-24,Crime,5.5,Hulu,https://www.hulu.com/movie/30294521
The Lion King (28),surprise,1994-06-24,Animation,7.7,Apple TV+,https://tv.apple.com/movie/-1863430
Parasite (26),fear,2019-05-30,Thriller,7.1,Disney+,https://www.disneyplus.com/movies/65852334
The Silence of the Lambs (33),fear,1991-02-14,Thriller,8.2,Amazon Prime Video,https://www.amazon.com/dp/73689095
Inside Out (62),surprise,2015-06-19,Animation,8.3,Hulu,https://www.hulu.com/movie/-2475992
The Dark Knight (66),angry,2008-07-18,Action,9.2,Disney+,https://www.disneyplus.com/movies/-6322482
Inside Out (24),surprise,2015-06-19,Animation,7.5,Disney+,https://www.disneyplus.com/movies/17970351
Avengers: Endgame (87),angry,2019-04-26,Action,6.2,Amazon Prime Video,https://www.amazon.com/dp/-1167518
Saving Private Ryan (89),disgust,1998-07-24,War,7.3,Apple TV+,https://tv.apple.com/movie/-5849437
Schindler's List (54),sad,1993-12-15,Historical,7.4,Hulu,https://www.hulu.com/movie/22584718
Forrest Gump (32),sad,1994-07-06,Drama,7.5,Disney+,https://www.disneyplus.com/movies/68716476
The Silence of the Lambs (84),fear,1991-02-14,Thriller,6.9,Peacock,https://www.peacocktv.com/watch/16579227
The Dark Knight (90),angry,2008-07-18,Action,5.4,YouTube Movies,https://www.youtube.com/results?search_query=18460543
Parasite (45),fear,2019-05-30,Thriller,6.9,YouTube Movies,https://www.youtube.com/results?search_query=54940835
Saving Private Ryan (62),disgust,1998-07-24,War,7.1,Peacock,https://www.peacocktv.com/watch/-6334753
Schindler's List (73),sad,1993-12-15,Historical,5.5,Peacock,https://www.peacocktv.com/watch/79637361
The Lion King (42),surprise,1994-06-24,Animation,6.5,YouTube Movies,https://www.youtube.com/results?search_query=-5347801
Forrest Gump (44),sad,1994-07-06,Drama,9.4,Apple TV+,https://tv.apple.com/movie/-6590573
The Godfather (18),disgust,1972-03-24,Crime,8.2,YouTube Movies,https://www.youtube.com/results?search_query=29732230
Schindler's List (48),sad,1993-12-15,Historical,7.7,Netflix,https://www.netflix.com/title/10361015
Inside Out (55),surprise,2015-06-19,Animation,7.8,YouTube Movies,https://www.youtube.com/results?search_query=66404540
The Shawshank Redemption (25),sad,1994-09-23,Drama,6.9,Netflix,https://www.netflix.com/title/-4649463
The Grand Budapest Hotel (72),happy,2014-03-28,Comedy,5.5,Hulu,https://www.hulu.com/movie/-8679118
Joker (12),fear,2019-10-04,Psychological,5.2,HBO Max,https://www.hbomax.com/feature/78548616
Parasite (23),fear,2019-05-30,Thriller,6.4,Netflix,https://www.netflix.com/title/57242297
Schindler's List (32),sad,1993-12-15,Historical,6.5,Hulu,https://www.hulu.com/movie/24261183
Coco (94),surprise,2017-11-22,Animation,6.9,Apple TV+,https://tv.apple.com/movie/91454634
Joker (34),fear,2019-10-04,Psychological,8.6,Peacock,https://www.peacocktv.com/watch/59485580
The Silence of the Lambs (17),fear,1991-02-14,Thriller,7.1,YouTube Movies,https://www.youtube.com/results?search_query=52646216
The Matrix (67),neutral,1999-03-31,Sci-Fi,7.7,HBO Max,https://www.hbomax.com/feature/85555042
Saving Private Ryan (29),disgust,1998-07-24,War,5.3,Peacock,https://www.peacocktv.com/watch/66611077
Joker (25),fear,2019-10-04,Psychological,8.7,Hulu,https://www.hulu.com/movie/-5936902
Interstellar (22),neutral,2014-11-07,Sci-Fi,7.8,YouTube Movies,https://www.youtube.com/results?search_query=46932466
Joker (36),fear,2019-10-04,Psychological,5.0,Netflix,https://www.netflix.com/title/74018576
The Grand Budapest Hotel (63),happy,2014-03-28,Comedy,8.2,Hulu,https://www.hulu.com/movie/53282815
The Silence of the Lambs (17),fear,1991-02-14,Thriller,8.7,Amazon Prime Video,https://www.amazon.com/dp/52646216
Gladiator (23),angry,2000-05-05,Action,8.3,Peacock,https://www.peacocktv.com/watch/-1371962
The Silence of the Lambs (93),fear,1991-02-14,Thriller,8.8,HBO Max,https://www.hbomax.com/feature/-1483265
The Shawshank Redemption (83),sad,1994-09-23,Drama,5.1,Hulu,https://www.hulu.com/movie/-4004442
Saving Private Ryan (24),disgust,1998-07-24,War,8.4,Peacock,https://www.peacocktv.com/watch/-1102557
Titanic (98),happy,1997-12-19,Romance,5.5,Hulu,https://www.hulu.com/movie/61541276
Titanic (50),happy,1997-12-19,Romance,8.7,Amazon Prime Video,https://www.amazon.com/dp/44768881
The Grand Budapest Hotel (26),happy,2014-03-28,Comedy,8.9,Peacock,https://www.peacocktv.com/watch/-8629253
Avengers: Endgame (26),angry,2019-04-26,Action,5.5,Peacock,https://www.peacocktv.com/watch/-6569549
Titanic (70),happy,1997-12-19,Romance,7.5,Peacock,https://www.peacocktv.com/watch/-3096558
The Lion King (56),surprise,1994-06-24,Animation,5.5,HBO Max,https://www.hbomax.com/feature/-3308817
The Dark Knight (26),angry,2008-07-18,Action,6.8,HBO Max,https://www.hbomax.com/feature/10689022
Parasite (93),fear,2019-05-30,Thriller,7.5,Netflix,https://www.netflix.com/title/-6452134
The Dark Knight (20),angry,2008-07-18,Action,8.2,Disney+,https://www.disneyplus.com/movies/72948602
The Grand Budapest Hotel (10),happy,2014-03-28,Comedy,7.8,Netflix,https://www.netflix.com/title/55610648
Inception (18),neutral,2010-07-16,Sci-Fi,7.3,YouTube Movies,https://www.youtube.com/results?search_query=35727313
Inception (11),neutral,2010-07-16,Sci-Fi,7.5,YouTube Movies,https://www.youtube.com/results?search_query=20536055
Joker (19),fear,2019-10-04,Psychological,9.4,Apple TV+,https://tv.apple.com/movie/54846194
The Matrix (92),neutral,1999-03-31,Sci-Fi,7.7,Peacock,https://www.peacocktv.com/watch/67127689
Inside Out (99),surprise,2015-06-19,Animation,8.0,Netflix,https://www.netflix.com/title/-7297438
Avengers: Endgame (76),angry,2019-04-26,Action,6.4,Hulu,https://www.hulu.com/movie/90827815
Pulp Fiction (81),disgust,1994-10-14,Crime,6.7,Hulu,https://www.hulu.com/movie/-2424124
Saving Private Ryan (67),disgust,1998-07-24,War,5.6,HBO Max,https://www.hbomax.com/feature/45279166
The Godfather (38),disgust,1972-03-24,Crime,8.8,YouTube Movies,https://www.youtube.com/results?search_query=11376360
Forrest Gump (62),sad,1994-07-06,Drama,8.0,HBO Max,https://www.hbomax.com/feature/48485456
Forrest Gump (12),sad,1994-07-06,Drama,8.0,Apple TV+,https://tv.apple.com/movie/79501351
Avengers: Endgame (73),angry,2019-04-26,Action,7.7,Netflix,https://www.netflix.com/title/71255625
Parasite (99),fear,2019-05-30,Thriller,6.1,HBO Max,https://www.hbomax.com/feature/-4600825
The Matrix (86),neutral,1999-03-31,Sci-Fi,6.0,YouTube Movies,https://www.youtube.com/results?search_query=77818748
Saving Private Ryan (73),disgust,1998-07-24,War,7.1,Hulu,https://www.hulu.com/movie/-6972807
The Shawshank Redemption (27),sad,1994-09-23,Drama,8.5,Netflix,https://www.netflix.com/title/55583310
Pulp Fiction (31),disgust,1994-10-14,Crime,5.3,Netflix,https://www.netflix.com/title/-1720776
Titanic (71),happy,1997-12-19,Romance,5.9,Netflix,https://www.netflix.com/title/-4487313
The Silence of the Lambs (4),fear,1991-02-14,Thriller,6.0,Netflix,https://www.netflix.com/title/-8815394
Parasite (65),fear,2019-05-30,Thriller,5.5,HBO Max,https://www.hbomax.com/feature/81222780
The Silence of the Lambs (50),fear,1991-02-14,Thriller,8.6,YouTube Movies,https://www.youtube.com/results?search_query=49722370
The Lion King (92),surprise,1994-06-24,Animation,6.1,Netflix,https://www.netflix.com/title/63912674
Saving Private Ryan (67),disgust,1998-07-24,War,5.0,Apple TV+,https://tv.apple.com/movie/45279166
Inception (85),neutral,2010-07-16,Sci-Fi,5.6,Apple TV+,https://tv.apple.com/movie/-8803403
Forrest Gump (11),sad,1994-07-06,Drama,6.1,HBO Max,https://www.hbomax.com/feature/65690183
The Shawshank Redemption (53),sad,1994-09-23,Drama,8.8,Apple TV+,https://tv.apple.com/movie/-1175043
Coco (47),surprise,2017-11-22,Animation,5.3,Amazon Prime Video,https://www.amazon.com/dp/-4623583
Forrest Gump (98),sad,1994-07-06,Drama,6.4,Apple TV+,https://tv.apple.com/movie/-3124737
Forrest Gump (71),sad,1994-07-06,Drama,8.5,HBO Max,https://www.hbomax.com/feature/-2000655
The Grand Budapest Hotel (29),happy,2014-03-28,Comedy,5.3,Peacock,https://www.peacocktv.com/watch/28043006
Forrest Gump (74),sad,1994-07-06,Drama,6.4,Peacock,https://www.peacocktv.com/watch/-4052287
The Grand Budapest Hotel (5),happy,2014-03-28,Comedy,8.5,Hulu,https://www.hulu.com/movie/-7440949
Titanic (13),happy,1997-12-19,Romance,6.3,Amazon Prime Video,https://www.amazon.com/dp/-7315873
Inside Out (40),surprise,2015-06-19,Animation,8.8,Disney+,https://www.disneyplus.com/movies/-7918420
Gladiator (73),angry,2000-05-05,Action,8.5,YouTube Movies,https://www.youtube.com/results?search_query=78800343
Coco (4),surprise,2017-11-22,Animation,8.3,HBO Max,https://www.hbomax.com/feature/-3158637
Forrest Gump (21),sad,1994-07-06,Drama,7.0,HBO Max,https://www.hbomax.com/feature/13018752
Schindler's List (14),sad,1993-12-15,Historical,9.4,Hulu,https://www.hulu.com/movie/-4594543
Parasite (50),fear,2019-05-30,Thriller,6.1,Amazon Prime Video,https://www.amazon.com/dp/-7759773
The Matrix (3),neutral,1999-03-31,Sci-Fi,7.4,Hulu,https://www.hulu.com/movie/-2148910
The Matrix (71),neutral,1999-03-31,Sci-Fi,8.6,Amazon Prime Video,https://www.amazon.com/dp/40247932
The Godfather (14),disgust,1972-03-24,Crime,6.7,Peacock,https://www.peacocktv.com/watch/77085362
The Silence of the Lambs (37),fear,1991-02-14,Thriller,9.0,YouTube Movies,https://www.youtube.com/results?search_query=-2587090
Coco (8),surprise,2017-11-22,Animation,6.0,YouTube Movies,https://www.youtube.com/results?search_query=-9035941
Saving Private Ryan (100),disgust,1998-07-24,War,8.9,HBO Max,https://www.hbomax.com/feature/-7798370
Joker (54),fear,2019-10-04,Psychological,6.7,Peacock,https://www.peacocktv.com/watch/78865854
Joker (26),fear,2019-10-04,Psychological,8.3,Amazon Prime Video,https://www.amazon.com/dp/41375488
Titanic (53),happy,1997-12-19,Romance,9.2,Peacock,https://www.peacocktv.com/watch/-2825544
Gladiator (96),angry,2000-05-05,Action,7.4,Netflix,https://www.netflix.com/title/-4141749
The Silence of the Lambs (36),fear,1991-02-14,Thriller,9.1,Amazon Prime Video,https://www.amazon.com/dp/52789100
Inception (13),neutral,2010-07-16,Sci-Fi,6.7,Apple TV+,https://tv.apple.com/movie/-7597631
Schindler's List (82),sad,1993-12-15,Historical,6.0,Apple TV+,https://tv.apple.com/movie/-1523554
Interstellar (9),neutral,2014-11-07,Sci-Fi,5.2,Disney+,https://www.disneyplus.com/movies/83511696
Interstellar (75),neutral,2014-11-07,Sci-Fi,5.2,Disney+,https://www.disneyplus.com/movies/-2739768
Forrest Gump (83),sad,1994-07-06,Drama,5.5,Peacock,https://www.peacocktv.com/watch/-7164848
The Shawshank Redemption (26),sad,1994-09-23,Drama,8.7,HBO Max,https://www.hbomax.com/feature/59360917
The Silence of the Lambs (1),fear,1991-02-14,Thriller,6.6,YouTube Movies,https://www.youtube.com/results?search_query=-1837852
The Silence of the Lambs (56),fear,1991-02-14,Thriller,8.3,Hulu,https://www.hulu.com/movie/-5090628
Titanic (77),happy,1997-12-19,Romance,7.8,Netflix,https://www.netflix.com/title/54425523
The Matrix (66),neutral,1999-03-31,Sci-Fi,8.1,YouTube Movies,https://www.youtube.com/results?search_query=-8987712
Saving Private Ryan (24),disgust,1998-07-24,War,6.6,Netflix,https://www.netflix.com/title/-1102557
The Lion King (71),surprise,1994-06-24,Animation,7.4,Amazon Prime Video,https://www.amazon.com/dp/-3790112
Coco (42),surprise,2017-11-22,Animation,9.1,Peacock,https://www.peacocktv.com/watch/84678087
Pulp Fiction (6),disgust,1994-10-14,Crime,7.6,HBO Max,https://www.hbomax.com/feature/72480584
Saving Private Ryan (91),disgust,1998-07-24,War,8.4,HBO Max,https://www.hbomax.com/feature/91973231
Interstellar (34),neutral,2014-11-07,Sci-Fi,6.8,Hulu,https://www.hulu.com/movie/20721799
The Dark Knight (3),angry,2008-07-18,Action,6.1,Apple TV+,https://tv.apple.com/movie/77095054
The Matrix (33),neutral,1999-03-31,Sci-Fi,6.7,Hulu,https://www.hulu.com/movie/48125946
Pulp Fiction (41),disgust,1994-10-14,Crime,8.6,Hulu,https://www.hulu.com/movie/-6477686
Forrest Gump (97),sad,1994-07-06,Drama,5.8,Hulu,https://www.hulu.com/movie/-5221451
Inside Out (65),surprise,2015-06-19,Animation,7.8,YouTube Movies,https://www.youtube.com/results?search_query=53087284
The Silence of the Lambs (54),fear,1991-02-14,Thriller,6.5,Disney+,https://www.disneyplus.com/movies/-6549578
The Grand Budapest Hotel (74),happy,2014-03-28,Comedy,7.0,Hulu,https://www.hulu.com/movie/51117057
Forrest Gump (46),sad,1994-07-06,Drama,6.7,Netflix,https://www.netflix.com/title/-8309673
Interstellar (56),neutral,2014-11-07,Sci-Fi,6.1,Hulu,https://www.hulu.com/movie/-4492731
Forrest Gump (45),sad,1994-07-06,Drama,7.2,YouTube Movies,https://www.youtube.com/results?search_query=-9095173
The Grand Budapest Hotel (89),happy,2014-03-28,Comedy,6.3,Netflix,https://www.netflix.com/title/-1480737
The Dark Knight (27),angry,2008-07-18,Action,9.1,Hulu,https://www.hulu.com/movie/57428645
The Lion King (82),surprise,1994-06-24,Animation,9.1,Netflix,https://www.netflix.com/title/74980523
Parasite (33),fear,2019-05-30,Thriller,6.3,Disney+,https://www.disneyplus.com/movies/-6577853
Inside Out (94),surprise,2015-06-19,Animation,8.3,Peacock,https://www.peacocktv.com/watch/58441345
Schindler's List (7),sad,1993-12-15,Historical,6.0,HBO Max,https://www.hbomax.com/feature/-1381996
Titanic (13),happy,1997-12-19,Romance,6.5,Hulu,https://www.hulu.com/movie/-7315873
The Silence of the Lambs (80),fear,1991-02-14,Thriller,5.3,Amazon Prime Video,https://www.amazon.com/dp/-4616509
Coco (67),surprise,2017-11-22,Animation,5.5,Hulu,https://www.hulu.com/movie/-2625338
Inception (44),neutral,2010-07-16,Sci-Fi,8.7,Disney+,https://www.disneyplus.com/movies/10307303
The Dark Knight (43),angry,2008-07-18,Action,7.0,HBO Max,https://www.hbomax.com/feature/63981521
Saving Private Ryan (59),disgust,1998-07-24,War,6.0,Netflix,https://www.netflix.com/title/-2203077
Gladiator (28),angry,2000-05-05,Action,6.1,Peacock,https://www.peacocktv.com/watch/80801635
The Shawshank Redemption (95),sad,1994-09-23,Drama,5.7,YouTube Movies,https://www.youtube.com/results?search_query=-6391610
Avengers: Endgame (13),angry,2019-04-26,Action,9.1,Hulu,https://www.hulu.com/movie/58296125
Forrest Gump (46),sad,1994-07-06,Drama,7.2,Disney+,https://www.disneyplus.com/movies/-8309673
The Silence of the Lambs (3),fear,1991-02-14,Thriller,9.4,HBO Max,https://www.hbomax.com/feature/12159443
Titanic (49),happy,1997-12-19,Romance,6.0,Disney+,https://www.disneyplus.com/movies/90314367
Avengers: Endgame (97),angry,2019-04-26,Action,6.0,Disney+,https://www.disneyplus.com/movies/22522500
Schindler's List (72),sad,1993-12-15,Historical,9.2,HBO Max,https://www.hbomax.com/feature/-7917054
The Matrix (18),neutral,1999-03-31,Sci-Fi,8.0,Amazon Prime Video,https://www.amazon.com/dp/-1386510
Schindler's List (85),sad,1993-12-15,Historical,6.4,YouTube Movies,https://www.youtube.com/results?search_query=-5002570
The Lion King (33),surprise,1994-06-24,Animation,6.0,Disney+,https://www.disneyplus.com/movies/-4299829
Gladiator (68),angry,2000-05-05,Action,8.9,Netflix,https://www.netflix.com/title/54522674
The Grand Budapest Hotel (41),happy,2014-03-28,Comedy,6.6,HBO Max,https://www.hbomax.com/feature/-5682606
The Godfather (97),disgust,1972-03-24,Crime,6.0,Apple TV+,https://tv.apple.com/movie/-7676305
The Godfather (10),disgust,1972-03-24,Crime,6.9,Netflix,https://www.netflix.com/title/34375223
Joker (11),fear,2019-10-04,Psychological,8.2,Disney+,https://www.disneyplus.com/movies/-2130017
Pulp Fiction (20),disgust,1994-10-14,Crime,5.1,Peacock,https://www.peacocktv.com/watch/21116974
Avengers: Endgame (21),angry,2019-04-26,Action,7.6,Hulu,https://www.hulu.com/movie/-1483277
Forrest Gump (37),sad,1994-07-06,Drama,6.3,HBO Max,https://www.hbomax.com/feature/-1134931
The Godfather (53),disgust,1972-03-24,Crime,5.1,Hulu,https://www.hulu.com/movie/-9056449
Titanic (65),happy,1997-12-19,Romance,5.1,Peacock,https://www.peacocktv.com/watch/-6607730
The Silence of the Lambs (49),fear,1991-02-14,Thriller,7.8,YouTube Movies,https://www.youtube.com/results?search_query=84725121
The Shawshank Redemption (38),sad,1994-09-23,Drama,5.2,Amazon Prime Video,https://www.amazon.com/dp/64008375
Interstellar (8),neutral,2014-11-07,Sci-Fi,7.2,HBO Max,https://www.hbomax.com/feature/44777634
The Matrix (89),neutral,1999-03-31,Sci-Fi,7.2,Disney+,https://www.disneyplus.com/movies/-4371322
Avengers: Endgame (81),angry,2019-04-26,Action,5.1,Hulu,https://www.hulu.com/movie/11385580
The Silence of the Lambs (41),fear,1991-02-14,Thriller,6.4,Hulu,https://www.hulu.com/movie/20825172
Inside Out (38),surprise,2015-06-19,Animation,6.8,Hulu,https://www.hulu.com/movie/-1774532
The Matrix (52),neutral,1999-03-31,Sci-Fi,7.6,Apple TV+,https://tv.apple.com/movie/31000982
Coco (90),surprise,2017-11-22,Animation,7.5,Hulu,https://www.hulu.com/movie/-3088911
Pulp Fiction (19),disgust,1994-10-14,Crime,9.0,Netflix,https://www.netflix.com/title/-4275586
Coco (36),surprise,2017-11-22,Animation,7.8,Amazon Prime Video,https://www.amazon.com/dp/-8207225
The Matrix (11),neutral,1999-03-31,Sci-Fi,6.7,Apple TV+,https://tv.apple.com/movie/-2262933
Avengers: Endgame (8),angry,2019-04-26,Action,6.0,Apple TV+,https://tv.apple.com/movie/-4062567
Avengers: Endgame (55),angry,2019-04-26,Action,5.7,Apple TV+,https://tv.apple.com/movie/-5724416
The Grand Budapest Hotel (89),happy,2014-03-28,Comedy,5.6,Amazon Prime Video,https://www.amazon.com/dp/-1480737
Joker (16),fear,2019-10-04,Psychological,6.3,Amazon Prime Video,https://www.amazon.com/dp/-5704449
Interstellar (77),neutral,2014-11-07,Sci-Fi,8.0,Peacock,https://www.peacocktv.com/watch/67276229
The Shawshank Redemption (83),sad,1994-09-23,Drama,5.8,Amazon Prime Video,https://www.amazon.com/dp/-4004442
Inception (37),neutral,2010-07-16,Sci-Fi,7.0,HBO Max,https://www.hbomax.com/feature/-1005405
Forrest Gump (25),sad,1994-07-06,Drama,6.1,Peacock,https://www.peacocktv.com/watch/-3243176
Interstellar (49),neutral,2014-11-07,Sci-Fi,7.3,Hulu,https://www.hulu.com/movie/-1086988
Coco (6),surprise,2017-11-22,Animation,8.6,Netflix,https://www.netflix.com/title/70151657
The Matrix (61),neutral,1999-03-31,Sci-Fi,9.3,Peacock,https://www.peacocktv.com/watch/-4481429
The Dark Knight (66),angry,2008-07-18,Action,7.4,Apple TV+,https://tv.apple.com/movie/-6322482
Titanic (34),happy,1997-12-19,Romance,7.1,Apple TV+,https://tv.apple.com/movie/-2623605
Joker (15),fear,2019-10-04,Psychological,5.1,Apple TV+,https://tv.apple.com/movie/27442875
The Silence of the Lambs (41),fear,1991-02-14,Thriller,7.5,Disney+,https://www.disneyplus.com/movies/20825172
Inside Out (43),surprise,2015-06-19,Animation,9.3,Peacock,https://www.peacocktv.com/watch/-5759852
Saving Private Ryan (43),disgust,1998-07-24,War,6.0,Hulu,https://www.hulu.com/movie/-8319433
Joker (86),fear,2019-10-04,Psychological,7.5,Apple TV+,https://tv.apple.com/movie/10754207
The Silence of the Lambs (83),fear,1991-02-14,Thriller,6.1,Peacock,https://www.peacocktv.com/watch/-6941530
Inception (46),neutral,2010-07-16,Sci-Fi,6.1,HBO Max,https://www.hbomax.com/feature/-2023068
Inside Out (73),surprise,2015-06-19,Animation,7.1,Apple TV+,https://tv.apple.com/movie/23641381
Inception (39),neutral,2010-07-16,Sci-Fi,6.3,HBO Max,https://www.hbomax.com/feature/-4821081
The Godfather (40),disgust,1972-03-24,Crime,9.2,Netflix,https://www.netflix.com/title/-7078475
Coco (66),surprise,2017-11-22,Animation,5.1,HBO Max,https://www.hbomax.com/feature/-1889013
Forrest Gump (16),sad,1994-07-06,Drama,6.0,Amazon Prime Video,https://www.amazon.com/dp/-3028493
Joker (20),fear,2019-10-04,Psychological,6.2,YouTube Movies,https://www.youtube.com/results?search_query=66366925
The Dark Knight (89),angry,2008-07-18,Action,6.0,Peacock,https://www.peacocktv.com/watch/87222331
Forrest Gump (54),sad,1994-07-06,Drama,9.4,Amazon Prime Video,https://www.amazon.com/dp/-1351835
Pulp Fiction (96),disgust,1994-10-14,Crime,7.6,HBO Max,https://www.hbomax.com/feature/-3397731
Parasite (26),fear,2019-05-30,Thriller,5.7,Disney+,https://www.disneyplus.com/movies/65852334
The Silence of the Lambs (82),fear,1991-02-14,Thriller,6.4,Disney+,https://www.disneyplus.com/movies/-6256463
Parasite (81),fear,2019-05-30,Thriller,6.7,YouTube Movies,https://www.youtube.com/results?search_query=32038609
The Shawshank Redemption (40),sad,1994-09-23,Drama,9.3,HBO Max,https://www.hbomax.com/feature/-7464795
Inside Out (67),surprise,2015-06-19,Animation,7.9,HBO Max,https://www.hbomax.com/feature/68211190
Gladiator (82),angry,2000-05-05,Action,5.8,Peacock,https://www.peacocktv.com/watch/38620488
Gladiator (3),angry,2000-05-05,Action,7.3,Disney+,https://www.disneyplus.com/movies/-8512951
Pulp Fiction (81),disgust,1994-10-14,Crime,8.1,Peacock,https://www.peacocktv.com/watch/-2424124
Avengers: Endgame (30),angry,2019-04-26,Action,5.4,Netflix,https://www.netflix.com/title/10413190
Joker (53),fear,2019-10-04,Psychological,7.2,Apple TV+,https://tv.apple.com/movie/-5278838
The Grand Budapest Hotel (61),happy,2014-03-28,Comedy,8.7,HBO Max,https://www.hbomax.com/feature/-5792992
The Godfather (48),disgust,1972-03-24,Crime,8.6,YouTube Movies,https://www.youtube.com/results?search_query=-1681888
The Dark Knight (9),angry,2008-07-18,Action,7.3,Netflix,https://www.netflix.com/title/52096688
The Grand Budapest Hotel (72),happy,2014-03-28,Comedy,8.2,Netflix,https://www.netflix.com/title/-8679118
Coco (79),surprise,2017-11-22,Animation,5.4,Peacock,https://www.peacocktv.com/watch/73735569
The Lion King (40),surprise,1994-06-24,Animation,9.5,Amazon Prime Video,https://www.amazon.com/dp/31179061
The Shawshank Redemption (17),sad,1994-09-23,Drama,7.1,Netflix,https://www.netflix.com/title/-2698178
Inception (17),neutral,2010-07-16,Sci-Fi,7.9,Netflix,https://www.netflix.com/title/-8329526
The Grand Budapest Hotel (70),happy,2014-03-28,Comedy,8.8,Peacock,https://www.peacocktv.com/watch/-1411598
Joker (27),fear,2019-10-04,Psychological,7.6,Disney+,https://www.disneyplus.com/movies/10104168
Coco (15),surprise,2017-11-22,Animation,8.3,YouTube Movies,https://www.youtube.com/results?search_query=48268929
Schindler's List (66),sad,1993-12-15,Historical,6.3,Hulu,https://www.hulu.com/movie/56549497
Titanic (73),happy,1997-12-19,Romance,5.5,Peacock,https://www.peacocktv.com/watch/-4625896
The Grand Budapest Hotel (2),happy,2014-03-28,Comedy,5.5,Peacock,https://www.peacocktv.com/watch/-5163012
The Grand Budapest Hotel (100),happy,2014-03-28,Comedy,8.3,Amazon Prime Video,https://www.amazon.com/dp/-2995403
Pulp Fiction (96),disgust,1994-10-14,Crime,8.1,Amazon Prime Video,https://www.amazon.com/dp/-3397731
Pulp Fiction (48),disgust,1994-10-14,Crime,8.2,Disney+,https://www.disneyplus.com/movies/-3285380
Forrest Gump (37),sad,1994-07-06,Drama,5.6,Peacock,https://www.peacocktv.com/watch/-1134931
Pulp Fiction (40),disgust,1994-10-14,Crime,5.3,Peacock,https://www.peacocktv.com/watch/54565709
Coco (53),surprise,2017-11-22,Animation,5.5,Disney+,https://www.disneyplus.com/movies/55179037
Joker (53),fear,2019-10-04,Psychological,9.1,YouTube Movies,https://www.youtube.com/results?search_query=-5278838
The Grand Budapest Hotel (56),happy,2014-03-28,Comedy,6.6,Amazon Prime Video,https://www.amazon.com/dp/71119481
The Silence of the Lambs (35),fear,1991-02-14,Thriller,9.2,Disney+,https://www.disneyplus.com/movies/-2861397
Forrest Gump (86),sad,1994-07-06,Drama,5.3,Hulu,https://www.hulu.com/movie/-4464648
The Shawshank Redemption (47),sad,1994-09-23,Drama,7.8,Apple TV+,https://tv.apple.com/movie/-6069495
